text,polarity
جالبه دوستاني که نظر دادند هيچ کدوم به دو سيم کارته بودن اين گوشي اشاره اي نکردند!,0
عاشق دوربينشم,2
این مرورگر از Adobe Flash هم پشتیبانی می‌کند و محتوای آن از قبیل ویدیو و گرافیک نیز کاملا عالی اجرا می‌شود.,2
رزولوشن این نمایشگر 800X480 پیکسل می‌باشد.,0
انصافا براي خودش غوليه.,2
زاویه دید این صفحه نمایش خوب بوده و روشنایی آن نیز مناسب است به همین دلیل کار کردن با این گوشی در فضاهای پرنور و در زیر تابش نور آفتاب کار سختی نخواهد بود.,1
رم نميخوره!,-1
درسته،  از همون طراحي قبلي استفاده کرده ولي نازکتر سبکتر و درازتر ولي مراقب باشيد چون واقعا ظريفه و به خاطر جنس بدنش خيلي زود باهاش مشکل پيدا ميکنيد و اگه يه بار از دستتون افتاد خصوصا رنگ مشکيش رنگاي دورش ممکنه بريزه سخت افزار :فعلا يکي از مشکلاتي که از اپل ميگيرن اينه که چرا سخت افزاري مثل اس3 و وان ايکس و سي پي يو 4 هسته اي استفاده نکره خب اپل خوب ميدونه داره چيکار ميکنه همونطور که اطلاع داريد بيشتر از کلاک و هسته نوع سي پي يو مهمه که اپل از A6 استفاده کرده که ظاهرا دو هسته اي با کلاک حداکثر 1.2 هست درسته خيلي از اس3 و وان ايکس پايينتره ولي از اونا قطعا کمتر نيست چون اي او اس واقعا به سي پي و سخت افزار قوي احتياج نداره پس اينو نميتونيم مشکل بدونيم صفحه نمايش :اين گوشي از يه صفحه نمايش 4 اينچي استفاده کرده البته نه 4 اينچي معمولي از يه 4 اينچي درازتر از همه گوشي ها اين صفحه نمايش اصولا براي ديدن عکس زياد مناسب نيست چون اندازه اون با اندازه معمولي عکسا تطابق نداره ولي براي ديدن فيلم وقعا عاليه و ميتونه حتي نقش يه صفحه نمايش 0.5 اينچ از خودش بزرگتر و بازي کنه چون تمام فيلم هاي جديد با رزولوشن  وايد ريليز ميشه البته در مورد فيلم هاي 4:3 اين امر صادق نيست اين صفحه نمايش HD نيست و ppi اون از خيلي گوشي ها هم پايينتره ولي واقعا ساختار خيلي خوبي داره و رنگ ها زنده ترند ولي صفحه نمايش هاي بهتر از اين گوشي خيلي هست سيستم عامل :iPhone OS 6 !,1
سلام به همه دوستاني که اين نقد رو ميخونن .,0
من هم قبول دارم که بهترين گوشي هست.,2
خب البته يکي از مسايل مهم براي هر کاربري مثل خودم قيمت گوشيمه که متاسفانه اپل در اين زمينه بصورت نجومي کار ميکنه.,-1
آیا شما یک طبیعت گرد هستید و یا به تازگی به یک شهر بزرگ سفر کرده اید؟,0
بنابراین اگر جزو کسانی هستید که لپ‌تاپ خود را زیاد جابجا می‌کنید،  پیشنهاد می‌کنیم که کابل برق آن را همیشه همراه خود داشته باشید.,0
بدون چنین دکمه هایی شما مجبور به روشن کردن نمایشگر و استفاده از دکمه های مجازی لمسی خواهید بود که کمی اذیت کننده است.,-1
Xperia V به طور پیش فرض از سیستم عامل اندروید نسخه 4.0 استفاده می‌کند که به رابط کاربری انحصاری سونی مزین شده است.,0
مرورگر ارائه شده بر روی HTC Desire V دسترسی به اینترنت و گشت و گذار در دنیای وب را با سرعت بالا ممکن می‌سازد.,1
اما به جز این مود،  HX10v خوشبختانه از مودهای Program و Manual Exposure هم بهره می‌برد.,1
در کل می‌توانیم به طور خلاصه بگوییم که از کیبورد و تاچ پد E1-531 کاملا راضی بودیم.,2
هرچند که نمایشگر دومی مقداری رزولوشن کمتری را ارائه می دهد،  ولی اولا که باز هم رزولوشن زیادی است،  دوما اینکه به دلیل کاهش سایز نمایشگر تراکم پیکسلی تا حد زیادی حفظ می گردد.,1
اين لپ تاپ بسيار خوب رو امروز تست کردم نسبت به مدل قبلي يعني ۴۵۳۰ کاملا برتري داره و اگه قصد خريد ۴۵۳۰ داريد به شما پيشنهاد مي کنم حتما اين مدل رو بگيريد !,2
.ولي تو اجراي برنامه ها مشکله خاصي ندارم.,1
همچنین صفحه نمایش این گوشی قادر به درک چندین لمس همزمان می‌باشد.,1
من فکر ميکنم اين نقص ها معمول هستند بين شرکتها براي اينکه تنوع محصولي اينطور ايجاب ميکنه و در اينده نزديک مدل ديگه اي با رفع اين نواقص عرضه خواهد شد .,0
واقعا تبلت فوق العاده ايست کار کردن باهاش خيلي لذت بخشه هرچند کيفيت S AMOLED هاي سامسونگ رو نداره ولي خب روشنايي خوبي داره کيفيتش هم خيلي خوبه جنس بدنه هم با اينکه پلاستيکه ولي خيلي استحکام داره دليل ارزونيش هم همين محدوديت هاي سخت افزاري هست که داره,1
صدا نیز به صورت استریو ضبط می شود.,0
البته برای دور ماندن از نویز شدید در عکس بهتر است که از ایزو نویز شدید در عکس بهتر است که از ایزو 3200 و پایین تر استفاده کنید.,0
اين گوشي خيلي فوق العاده است من منتظرم تا مدله one x plus  بياد تا اونو بخرم ,2
این نمایشگر می‌تواند تا 90 درجه به سمت بالا و پایین چرخش کند.,0
6 ماهي بايد صبر کنيد که جليبريکش بياد ايران ,0
اينو پس از عکاسي و بررسي و زوم کردن تصوير در داخل کامپيوتر متوجه خواهيد شد.,0
در مورد وان ايکس هم همين حرف ها گفته مي شد که باتريش ضعيفه اما من يکي از دوستام داشت و وقتي باهاش کار مي کنم مثل بقيه ي گوشي هاي اندرويدي باتري مصرف ميکنه.,1
با پشتیبانی این تبلت از تمامی تکنولوژی‌های اتصال به اینترنت مانند 3G ،  Wi-Fi و .,0
براي ريختن آهنگ به دستگاه يه برنامه داره که خيلي راحت نصب ميشه آهنگاي مورد علاقتونو اونجا انتخاب ميکنين و به محظ اينکه دستگاه به رايانه وصل ميکنيد خودکار شروع به انتقال ميکنه خيلي برنامه جالبيه.,2
داشتن WiFi داخلي يکي از مزيت هاي اين تلويزيونه ،  ولي کارکردن با کنترل تلويزيون براي تايپ کردن آدرسها و جهت دهي به اشاره گر ماوس خيلي مشکله ..,-1
این دوربین به طرز خیلی عالی توانایی کنترل خطای رنگی را دارد به طوری که فقط مقدار خیلی کمی خطای رنگی بنفش در مناطق پر کنتراست به چشم می‌خورد.,2
با وجود این سخت‌افزار قدرتمند و البته نسخه 4 سیستم عامل اندروید، می‌توان گفت که تقریبا همگی برنامه های موجود برای اندروید را می‌توان به راحتی بر روی Optimus VU نصب و اجرا نمود.,1
پس از این مقدمه کوتاه به معرفی یکی از این پرینترها چند کاره می‌پردازیم.,0
يه همچين گوشي حداقل به يه cpu 800 Mh نياز داره.,0
صفحه لمسيش هم کار رو باهاش راحت کرده و هر نقطه اي از تصوير هم که ميخواي فوکوس کني با لمس اون نقطه فوکوس به سادگي انجام ميشه..,1
Elph 520 HS مجهز به لنز 28-336 میلی متر با توانایی زوم اپتیکال 12 برابر است.,1
فقط فوجیتسو قالب آن ‌را منطبق بر طراحی بدنه تغییر داده است که انصافا تغییر بسیار زیبا و مفیدی بوده است.,2
لبه جلویی دستگاه شامل ورودی و خروجی صوتی و یک کارت خوان چهار کاره می‌باشد.,0
به خصوص اینکه باعث می‌شود که احتمال لیز خوردن دوربین در دست کمتر گردد و اثری از لکه و اثر انگشت هم بر روی آن باقی نماند.,1
اپل فقط تو کاره فانتزي بودنه ولي سامسونگ داره روز به روز به کارايي‌هاش اضافه مي کنه,1
چرا که با وجود مدیریت حافظه بسیار خوب ویندوز که عملکرد فوق‌العاده ای را ارائه می‌نماید،  گوشی‌های ویندوزی حتی با رم پایین‌تر نیز نسبت به گوشی‌های اندرویدی،  ضعفی احساس نخواهند کرد.,1
نصبت به قيمتش امکاناتش واقعا عاليه و به نظر من تنها ايرادش صداشه که بدون هدفون اصلا به درد گوش کردن موسيقي نميخوره.,1
واقعا ارزش خريد داره.,2
این نوع طراحی برای دوربینی با چنین توانایی زوم بالایی خیلی مفید است چرا که بدین ترتیب خیلی راحت تر می توانید آن را در دست بگیرید و با خیال راحت تری عکاسی کنید.,2
با سلام خدمت دوستان بعد از شش ماه تحقيق راجع به دوربين به طور ناخواسته اينو خريدم و امروز به دستم رسيد.,0
صفحه نمایش در قسمت جلویی گوشی،  صفحه نمایش بسیار بزرگ 4.8 اینچی Super AMOLED با رزلوشن 720x1280 قرار دارد که کیفیت فوق‌العاده بالایی دارد.,2
در ضمن،  این دوربین قابلیت فیلم برداری با کیفیت HD با سرعت 30 فریم بر ثانیه را نیز داراست.,0
این گوشی از رابط کاربری سونی اریکسون TimeScape بهره می‌برد که اخیرا ویژگی‌ها و ویجت‌های بسیار جذاب و خوبی به آن اضافه شده است.,1
این چیپ ها دارای پردازشگرهای گرافیکی آنبورد AMD سری Radeon HD 7300 می‌باشند.,0
در حالت عادی،  دمای تمام قسمت‌های بدنه نوت‌بوک،  بسیار پایین است اما هنگامی که دستگاه در حال انجام محاسبات سنگین باشد،  دمای بعضی از قسمت‌ها مانند سمت چپ کیبورد،  بسیار گرم می‌شود و ممکن است در دراز مدت کمی آزاردهنده باشد.,-1
2- نداشتن باتري ليتيومي قابل شارژ  3-نداشتن لرزشگيز  4-نا تواني در استفاده از زوم اپتيکال در حالت فيلم برداري  اين مطالب حاصل تجربه 1 ماه استفاده از اين دوربين مي باشد.,-2
دنیایی که جذابیتهای فوق العاده خودش را دارد و از آنجا که Kinect نسبت به رقبایش (PS3 Move و Nintendo Wii) مطلوبیت بیشتری دارد و راحت تر نیز می توان از آن استفاده نمود،  بنابر این به شما توصیه می کنیم لذت استفاده از Kinect Xbox 360 را حداقل یکبار تجربه کنید.,2
کيفيت عاليه,2
همچنین قاب پشتی آن قابل باز شدن می‌باشد و به کاربر امکان تعویض باتری گوشی را می‌دهد.,0
این برنامه به لیست کاملی از اکولایزرهای مختلف مجهز شده است.,1
من اين تبلت رو از طريق همين سايت خريدم.,0
حالا بيشتر باهاش کارميکنم و اگه شد يه نقد دربارش مي نويسم.,0
آقا سيد محمدرضا طباطبايي.,0
در نگاه کلی هم که به مشخصات فنی این گوشی‌ها نگاه کنیم،  از خیلی نظرها برتری با کمپانی‌های سامسونگ و HTC است.,0
من تازه اين هاردو خريدم واقعاً پرسرعته و حرف نداره.,2
با سلام به همه ،  اولش مي خواستم از همه ديجيکالايي ها به خاطر سايت و خدماته عاليشون تشکر کنم .,2
به صورتي‌ که فوکوس دستيش که تا ۰ سانتي متر هست حتا باعث مي‌شه که ديگه سايه دوربين روي سوژه بيفته!,0
طراحی شده برای حداکثر جذابیت طراحی منحصر به فرد سامسونگ لذت مشاهده را به حداکثر ممکن ارتقا داده و نیز فضای داخلی خانه شما را زیباتر می سازد.,2
اين گوشي فوق‌العادست با آپديت کردن به آندرويد جديد مشکل باطري هم حل شد و الان ديگه هيچ مشکلي باهاش ندارم پيشنهاد مي کنم حتما اگه قصد خريد گوشي تو اين رنج دارين اينو انتخاب کنيد,1
عملکردهای دیگر هم گوناگون هستند.,0
از نظر ظاهری و کیفیت ساخت می‌توان آن‌را حتی برتر از Note II سامسونگ نیز دانست.,1
ضعف باتري رو هم با گذاشتن يه ويجت چراغ صفحه ميشه حل کرد.,0
مزايا  1.,0
اما مدل‌های ارزان‌تری نیز با پردازنده های دو هسته ای ضعیف‌تر و کم مصرف‌تر Intel Pentium و Intel Celeron وجود دارند.,0
تنها ايرادش اينه اگر از کاور بدنه استفاده نکنيد رد انگشت راحت روش ميمونه.,-1
اولين بار است که مارک وسترن ديجيتال رو خريدم و منو کاملا راضي کرد .,2
جمع بندی در کل،  با یک گوشی جالب، منحصر به فرد از نظر ابعاد و البته قدرتمند از کمپانی LG آشنا شدیم.,2
در قسمت پایینی تاچ پد دو کلید جداگانه قرار دارند که بسیار خوب طراحی شده‌اند.,2
) داره.,0
.دستگاهي که لياقت داشت آيفون 5 بخوانيمش !,0
سامسونگ با اين روند يکه تاز عرصه ديجيتال خواهد شد,1
این امر برای HP قابلیت باریکتر و سبکتر Sleekbook ها از طریق کوچک کردن سیستم خنک کننده و باتری دستگاه فراهم کرده است.,0
این آموزش مالتی‌مدیا براساس نسخه نهایی ویندوز۸ تهیه شده است و با آموزش تمام نکات و مفاهیم ویندوز۸ می‌کوشد تا هم کاربران مبتدی نکات بیشتری را بیاموزند و هم کاربران حرفه‌ای از سردرگمی و کشف امکانات جدید ویندوز۸ به صورت اتفاقی و با دردسرهای فراوان رهایی یابند.,1
اما جالب است که با اینکه این صفحه نمایش نسبت به مدل قبلی بزرگ‌تر شده، تراکم پیکسلی آن کاهش نیافته و کماکان 326ppi می‌باشد تا دقت آن کماکان رتینا باقی بماند.,1
کلا سوني اريکسون نسبت به پولي که هزينه مي کنيد گوشيهاي خوبي داره.,1
سنسور تصویر از همان سنسورهای 1/2.3 اینچی کوچک است که بر روی دوربین‌های این رده استفاده می‌شود.,0
شارژر بسيار شيک و جالبيه,2
به نظر من  تبلتAsus Transformer Pad Infinity TF700T بهترين تبلت اندرويدي موجود دربازار است و رقيب سر سختي براي شرکت اپل است.,1
طراحی این گوشی بسیار زیبا و خوش دست بوده و به دلیل وزن بسیار سبکی که دارد،  نگه داشتن آن در دست بسیار لذت بخش است.,2
اگر طراحی و کیفیت بسیار عالی ASUS را می‌پسندید و در ضمن قصد دارید تا نوت‌بوکی با سخت افزارهای مورد نیاز و سایز مناسب خود را داشته باشید،  ASUS X انتخاب خوبیست.,2
البته این پورت بر روی تمام مدل‌ها وجود ندارد و بعضی از مدل‌های ارزان‌تر مانند X44LY یا X53E،  فاقد این پورت می‌باشند.,-1
از لحاظ سرعت عاليه با وجود سي پي يو 4 هسته اي و 2 گيگابايت رم.,2
صفحه به اين بزرگي ديگه گوشي نيست.,-1
Note 8 هم دارای یک دوربین اصلی 5 مگاپیکسلی در پشت و یک دوربین 1.3 مگاپیکسلی در جلو می‌باشد که البته کیفیت فیلم برداری دوربین پشتی HD می‌باشد.,0
همچنین شما در حقیقت یک چشمی اپتیکال بزرگ و روشن خواهید داشت که مساحت بیشتری از آن چه واقعا در هنگام عکاسی در فریم ثبت می شود را با آن می توانید ببینید.,1
ـ برنامه نوکيا مپ روي گوشي موجود است و مي  توانيد به راحتي از خود سايت نوکيا نقشه هاي مورد نياز را دانلود کنيد و به صورت آفلاين استفاده بکنيد.,1
و همگي محصولات اپل در زمان معرفي يک سورپرايز براي عاشقان تکنولوژي محسوب ميشد و هر کدام در نسل بعديشان امضاي مخصوص خودشون رو داشتن براي مثال siri در 4s و يا retina در  New Ipadاين نوآوري ها هميشه اپل رو يک سر و گردن از رقباش بالاتر نگه ميداشت.,1
کپی این دستگاه با داشتن پرینتر و اسکنر،  دارای امکان دیگری نیز هست و آن قابلیت کپی گرفتن است.,0
سرعت کپی در حالت ADF ( تغذیه خودکار ) در این دستگاه 3.4 برگ در دقیقه می‌باشد که سرعت بالایی نیست.,-1
برای مثال گوشی Optimus 4X HD صفحه نمایش بزرگ‌تر و با کیفیت‌تری دارد ولی دوربین آن به خوبی Xperia TX نمی‌باشد.,0
)باسپاس اميد بخشي,0
همچنین به نظر ما از نظر مقاومت در برابر خراش و آسیب های احتمالی مقاوم‌تر از کاور پشتی Galaxy S اصلی است.,1
و در نهایت در قسمت پشتی گوشی نیز دوربین 8 مگاپیکسلی به همراه فلاش LED و یک لوگوی اپل قرار گرفته‌اند که با توجه به آلومینیومی شدن قسمت پشتی گوشی،  بر زیبایی آن به طور محسوسی افزوده است.,1
بدین ترتیب در حقیقت تقلیدی از زوم و فوکوس دستی دوربین‌های DSLR است.,0
فقط دکمه هاي سخت افزاريش.,0
در کل،  این گوشی از نظر سخت افزاری نسبت به L7 مقداری بهتر شده است.,1
در عمل باید گفت که  اگر پیش‌تر کاربر گوشی‌های مبتنی بر ویندوز فون 7.0 و 7.5 بوده‌اید،  تغییرات زیادی در محیط سیستم عامل احساس نخواهید کرد.,0
هر عکس JPEG برای ذخیره شدن بر روی کارت حافظه به 2 تا 3 ثانیه زمان احتیاج دارد.,0
سلام من از نزديک ديدم - به طور کلي خوب بود ولي با اين قيمت و کارايي خوب زوم اپتيک ضعيف ميباشد.,0
قيمت مناسب، اندازه ي کوچک، طراحي شيک و جمع و جور، کيفيت ساخت خوب,2
اين گوشي از رايتل و مکالمه تصويري پشتيباني ميکنه،  تو سايت رايتل اعلام کردن.,1
به نظر من بهترين گوشيه فقط يه عيب داره اونم بلوتوثشه,1
همه ي برنامه ها رو هم به راحتي اجرا ميکنه .,1
Ion اولین گوشی خانواده Xperia است که از پردازنده دو هسته ای بهره می برد.,0
من خودم مک بوک پرو دارم و امروز فهميدم که براي من هيچي اپل نميشه اگه براتون ممکنه تا اونجا که مي تونيد از سخت افزار هاي با کيفيت استفاده کنيد !,0
از دیگر امکانات نیز می‌توان به ژیروسکوپ؛ علاوه بر سنسور شتاب سنج،  سنسور نوری،  سنسور Proximity،  A-GPS و قطب‌نمای دیجیتال اشاره کرد.,1
من  با ايپد جديد و اين کار کردم و اين تبلت خيلي بهتره تازه کيبورد داره پورت usb و يه صفحه نمايش فوق العاده .,2
کشف واقعیت جدید با کیفیت فول اچ دی سطح جدید و برتر واقعیت سرگرمی های خانگی را تجربه کنید که تاکنون مشابهی نداشته است.,1
گوشيه فوق العاده خوشگليه و کلاسيم که اپل داره هيچي نداره ولي فقط ادم پول اپل ميده چون اين گوشي اصلا در حد s3 نيست.,-2
به خصوص اینکه این دوربین از سنسور نورسنج جدید iFCL 63 نقطه‌ای بهره می‌برد.,0
به هر حال،  اگر به دنبال داشتن یک گوشی خوش ساخت با امکانات مناسب هستید،  آشا 309 می‌تواند یکی از انتخاب‌های خوب برای شما باشد.,1
این پردازنده نسبت به نسل اولشان بسیار قدرتمندتر بوده و مصرف انرژی کمتری نیز دارند.,2
با توجه به قيمت ساير گوشي ها با همين سخت افزار در حدود 30% ارزانتر مي باشد.,1
یک ویژگی Movie Crop هم وجود دارد که با کراپ کردن سنسور فقط می‌تواند از قسمت میانی سنسور برای فیلم برداری بهره ببرد و با رزولوشن 640X480 پیکسل ضبط ویدیویی را انجام دهد تا بزرگنمایی 10X بدست‌اید.,0
یک سویچ دستی نیز کاور لنز را باز و بسته می‌کند.,0
همچنين کيفيت نامناسب صفحه نمايش.,-1
به هر صورت همانطور که گفتیم،  W630 مدل دیگری از دوربین‌های کامپکت ارزان قیمت سونی می‌باشد که امکانات و کیفیتی بسیار عالی را ارائه می‌دهد و عملکرد لنز آن در شرایط نوری ضعیف نیز فوق العاده است.,2
به دلیل فقدان دکمه‌ی Record، هر بار برای شروع فیلمبرداری می‌بایست که از طریق پیچ تنظیم قسمت بالای دوربین به روی مود ویدیو بروید.,-1
"من چند روزيه اين گوشي رو خريدم و به نظر من که در ماه شايد 2-3 تا گوشي عوض ميکنم با اين قيمت ميشه گفت فوق‌العادست
براي خريدش شک نکنيد",2
"دوربين خوب و خوش دستيه 
امکانات خوبي هم داره 
من از سايت خريداري کردم و تا الان ازش راضي هستم 
",1
در مجموع من به اين دوربين بيشتر از 3 امتياز از 10 نميدهم و به نظر من اصلا ارزش اين قيمت را ندارد و با اين قيمت شما دوربينهاي بهتري ميتوانيد بخريد.,-1
فقط و فقط قاب گوشي کيفيت ساختش کمه از کنار دوربين هميشه يه ترک جزئي بر ميداره!,-1
تلویزیون هوشمند سامسونگ شما به دلیل دارا بودن دقت تصویری دو برابر تلویزیون های اچ دی معمولی،  تجربه دیداری شگرفی می آفریند که شما را از مرز صفحه تلویزیون فراتر برده و در تصاویر نفس گیر خود غوطه ور خواهد ساخت.,1
پیش از این و به هنگام نقد و بررسی دوربین HX100v به این نکته اشاره کرده بودیم،  که تقریبا پیشرفته‌ترین دوربین کامپکت سوپرزومی است که تا آن زمان دیده بودیم.,0
من نمي‌فهمم اصلا براي چي بايد پول بيش‌تري بدم براي همچين گارانتي‌.,-1
اما قسمت زیرین نوت‌بوک از پلاستیک مات می‌باشد.,0
تو حق انتخاب نداري!,0
فن آوری ابری و ذخیره سازی اینترنتی سامسونگ آزادی عمل و قابلیت حرکت بیشتری به شما می بخشند و به شما اجازه می دهند تا در مواقعی که از خانه دور هستید به برنامه های چندرسانه ای خود دسترسی داشته و آنها را به اشتراک بگذارید.,0
حرکت تصاویر با قابلیت 960Hz Clear Motion Rate بسیار نرم‌تر خواهد بود تا صحنه‌های پر تحرک و هیجانی را با نهایت وضوح تماشا کنید.,2
"دوست عزيز اسلوموشن بودن تصوير دلايل زيادي داره
1-سرعت کم پردازش کارت گرافيک
2-مقدار بازدهي فرکانس مانيتور
3-نرم افزار پخش کننده فيلم",-1
تنها نقطه ضعف تو ذوق زنش حافظه کمشه.,-1
از صداش هم خوشم نيومد .,-1
محصولاتش هم از نظر کيفيت واقعا حرفي براي گفتن دارن.,0
هرچند که مانند بیشتر دوربین های فیلم برداری،  گاهی اوقات سوژه‌ی اشتباه را بر می‌گزیند یا به مود تشخیص چهره می‌رود در حالی که شما قصد این عمل را نداشتید.,-1
عالي از همه لحاظ: سيستم عامل نمايشگر دوربين کارايي  امکانات,2
بنابراین نوکیا 500 با وجود قیمت ارزانی که دارد، حتی از Nokia N8 معروف هم سریع‌تر است.,1
قيمتش واقعا به صرفه است!,2
این کیبورد داری نور پس زمینه نیز هست که تنظیمات مختلفی هم دارد و این تنظیمات توسط نرم افزار مربوطه قابل تغییر است.,0
اميدوارم قيمت مناسبي داشته باشه.,0
دوربين hd و سه بعدي5.,0
این طراحی دو ایراد را برای دوربین به وجود می‌آورد.,-1
اگه گوشي با پردازنده قوي ميخوايد سولا رو پيشنهاد ميکنم.,0
به نظر حافظه‌ی زیادی می‌آید ولی از آن جایی که دوربین این گوشی توانایی ضبط ویدیویی 720p HD دارد احتمالا زودتر از انتظار پر خواهد شد.,1
در بالای این صفحه نمایش دوربین دوم برای انجام مکالمات تصویری قرار دارد.,0
فوق‌العادست.,2
اگه همين گوشيو با اين امکانات شرکتاي ديگه مثل سامسونگ ميزدند قيمتش خيلي بيشتر از اينا بود و اين بازاريابي سوني را ميرسونه که گوشي با اين امکانات تو اين رنج قيمت مي سازه.,1
همانطور که گفتیم،  M1132 پرینتری لیزری،  تک رنگ و چند کاره است.,0
فيلمش هم عاليه.,1
حتما دلایلی برای این کار داشته،  با این حال به نظر ما که این یک فقدان خیلی بد است چرا که همواره استفاده از چشمی های اپتیکال در زیر نور شدید آفتاب را دوست داریم.,-1
با سلام منم اينو از دي جي کالا گرفتم اما بلد نيستم چاپ دو رو بگيريم,-1
F660 مجهز به باتری لیتیوم-یونی قابل شارژ NP-50A می‌باشد که در هر بار شارژ کامل توانایی شارژ دهی به اندازه‌ی گرفتن 300 عکس را دارد.,1
فيلم برداري فول اچ دي: صحبت کردن در اين مورد بسيار سخت است بايد خودتون تجربه کرده باشيد که باور کنيد تصوير بسيار زنده و با کيفيت واقعا براي باور اول غير قابل باور است عکس برداري: عکس برداري اين مدل نيز عالي است و حرف هاي زيادي براي گفتن دارد.,2
این دستگاه در سه ظرفیت 8،  16 و 32 گیگابایتی تولید گردیده که با وجود قابلیت پشتیبانی آن از کارت حافظه جانبی،  می‌توان تا 32 گیگابایت دیگر نیز به آن افزود.,1
مقاومت آن در برابر جذب اثر انگشت و کثیف شدگی از استاندارد گوشی‌های هم رده بالاتر است.,1
همچنین در مناطق پر کنتراست مقداری Pixel Fringing مشاهده می‌شود.,0
پیش از این و در نقد و بررسی‌های پیشین،  سال 2012 را سال دوربین‌های کامپکت سوپرزوم نامیده بودیم.,0
کیفیت ساخت نیز بسیار خوب و رضایت بخش است.,2
لنز خیلی گوشه قرار گرفته و اگر حواستان جمع نباشد ممکن است که انگشت خود را بر روی آن قرار دهید.,-1
اين گوشيو دارم  معايب : خيلي داغ ميکنه ( 50 درجه سانتي گراد ) زود شارژ خالي ميکنه  به غير از اين دو مورد ،  امکاناتش عاليه,1
پس بهتر است در این مورد حواستان جمع باشد.,0
فقط پردازنده اش يه کم ضعيفه و صفحش هم LED نيست!,-1
خوبيهايي هم داره که ميشه گفت سرعت خوب و رابط کاربري دلچسب.,1
"تنها قوتي که داره اين است که باتري واقعا طول عمر بالايي داره ان هم به خاطر کوچک بودن صفحه نمايش و سي پي يو کم مصرفش است
و اصلا از لحاظ قيمت نمي ارزه با اين پول ميتونيد يک لپ تابي تهيه کنيد که حداقل 20 برابر قدرتمند تر از اين گوشي باشد و بعد خريد لپ تاپ مي توانيد يک گوشي هوشمند ارزان قيمت تر تهيه کنيد  و همه ي کار هاي خود را به بهترين حالت انجام دهيد

ولي اگر شغل بسيار کلاسيک داريد متوانيد اين گوشي رو تهيه کنيد (مثلا رئيس شرکت)
",0
واقعا هم خوش دسته مرسي ديجي کالا,2
هرچند که در طول زمان شاهد به بازار آمدن گوشی‌های اندرویدی سطح بالا با مشخصات بسیار خوب هستیم،  ولی در سطح مبتدی اندرویدی ها هم به نوبه‌ی خود رقابت جالبی وجود دارد.,1
پروبوک 4530 هم داشتم با سي پي يو core i7 اما 3 ساعت بيشتر شارژدهي نداشت.,0
برای مثال اکنون دکمه‌ی شاتر دارای یک دکمه‌ی مرکزی قفل است و پیچ تنظیم جبران نوردهی هم کمی در بدنه فرو رفته تا احتمال تغییر تصادفی آن کاهش یابد.,0
در حقیقت ASUS یک طراحی نوین را در این جا به کار برده که از MotherBoard دو قسمتی استفاده می‌کند و به کمک لوله‌ها و پنجره‌های تهویه گرمای تولید شده را خیلی سریع دفع می‌نماید.,1
متاسفانه پورت دوست داشتنی USB 3.0 در این لپ‌تاپ وجود ندارد.,-1
چشمی الکترونیکی این دوربین رزولوشن 800X400 پیکسل را ارائه می دهد و از نوع OLED می باشد.,0
ولي اگه ميخواين که سرعت بالاتري موبايلتون داشته باشه صفحه نمايش کمتر مفيد تر هست.,1
اصلا طرح هاشون متنوع نيست!,-1
اما لازم به ذکر است که مشکلات برنامه،  مربوط به تمامی شهرها نمی‌شود و بیشتر در شهر های کوچک وجود دارد.,0
دوما ضد آب بودن به نظرم خيلي به درد بخور نيست.,-1
"من بعد از مدتها تحقيق و مقايسه بين nikon,canon,fujifilm و sony اين دوربينو انتخاب کردم و ميتونم به جرات بگم نسبت به قيمتش محشره.",1
من يه هفتست ipod 5 خريدم،  من قبلش ايپاد ٤ داشتم که توي بعضي بازيها هنگ ميکرد و ميپريد بيرون، دوربين ضعيفي داشت و حجمش پايين بود ولي توي اين يکي ديوايس اپل عالي کار کرده، صفحه ي بزرگ تر،  دوربين ٥ و از همه مهم تر پردازشگر A5 که همونيه که تو iphone 4s وجود داره اما با يه تفاوت کوچيک که پردازشگر 4s 800mh هست ولي آيپاد 1GH هست که فوق العادست.,1
چرا که این مدل شباهت بسیاری با گوشی‌های خانواده لومیای نوکیا دارد که البته در بین گوشی‌های HTC طرحی متفاوت با مدل‌های قبلی محسوب می‌گردد.,0
دراين نسخه امکانات وسيعي جهت شخصي سازي قسمت هاي مختلف سيستم عامل افزوده شده که با اين آپديت Galaxy S II نشون ميده که هنوز هم يکي از بهترين‌هاست و گفته هايي مبني بر اينکه دوره اين گوشي گذشته را ميتوان  غير قابل قبول دونست.,2
سامسونگ يعني آينده در حال,0
کليد‌هاي فيزيکي زير صفحه نمايش خيلي سفت هستن و سرعت کار رو پايين ميارن بخصوص اينکه صفحه لمسي خيلي حساسي داره و حين کار با اون بخواي از کليدهاي فيزيکي هم استفاده کني،  تضاد اين دو تا خيلي اذيت ميکنه!,-2
اگه ميخواهيد يک گوشي بخريد که اندرويد باشه لمسي باشه دوربين خوبي داشته باشه از همه مهم تر cpu1ghz داشته باشه اين گوشي رو بخريد من که حدود 6 ماه که با اين کوشي کار ميکنم تنها ضعفش اينه که باطري زود خالي ميشه در مصرف عادي يک روز نگه ميداره,1
تا حالا مشکلي نداشته و خيلي خوب کار کرده.,2
